"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/31/2017","AQS","190130009","1","8","ug/m3 SC","7","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"02/03/2017","AQS","190130009","1","21","ug/m3 SC","19","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"02/06/2017","AQS","190130009","1","30","ug/m3 SC","28","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"02/09/2017","AQS","190130009","1","14","ug/m3 SC","13","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"02/12/2017","AQS","190130009","1","6","ug/m3 SC","6","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"02/15/2017","AQS","190130009","1","11","ug/m3 SC","10","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"02/18/2017","AQS","190130009","1","16","ug/m3 SC","15","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"02/21/2017","AQS","190130009","1","11","ug/m3 SC","10","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"02/24/2017","AQS","190130009","1","4","ug/m3 SC","4","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"02/27/2017","AQS","190130009","1","19","ug/m3 SC","18","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"03/02/2017","AQS","190130009","1","9","ug/m3 SC","8","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"03/05/2017","AQS","190130009","1","16","ug/m3 SC","15","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"03/08/2017","AQS","190130009","1","9","ug/m3 SC","8","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"03/11/2017","AQS","190130009","1","12","ug/m3 SC","11","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"03/14/2017","AQS","190130009","1","10","ug/m3 SC","9","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"03/17/2017","AQS","190130009","1","17","ug/m3 SC","16","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"03/20/2017","AQS","190130009","1","18","ug/m3 SC","17","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"03/23/2017","AQS","190130009","1","16","ug/m3 SC","15","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"03/26/2017","AQS","190130009","1","6","ug/m3 SC","6","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"03/29/2017","AQS","190130009","1","9","ug/m3 SC","8","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"04/01/2017","AQS","190130009","1","16","ug/m3 SC","15","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"04/04/2017","AQS","190130009","1","6","ug/m3 SC","6","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"04/07/2017","AQS","190130009","1","13","ug/m3 SC","12","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"04/10/2017","AQS","190130009","1","19","ug/m3 SC","18","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"04/13/2017","AQS","190130009","1","17","ug/m3 SC","16","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"04/16/2017","AQS","190130009","1","11","ug/m3 SC","10","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"04/19/2017","AQS","190130009","1","13","ug/m3 SC","12","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"04/22/2017","AQS","190130009","1","22","ug/m3 SC","20","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"04/25/2017","AQS","190130009","1","35","ug/m3 SC","32","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"04/28/2017","AQS","190130009","1","8","ug/m3 SC","7","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"05/01/2017","AQS","190130009","1","2","ug/m3 SC","2","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"05/04/2017","AQS","190130009","1","20","ug/m3 SC","19","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"05/07/2017","AQS","190130009","1","32","ug/m3 SC","30","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"05/10/2017","AQS","190130009","1","24","ug/m3 SC","22","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"05/13/2017","AQS","190130009","1","31","ug/m3 SC","29","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"05/16/2017","AQS","190130009","1","40","ug/m3 SC","37","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"05/19/2017","AQS","190130009","1","4","ug/m3 SC","4","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"05/22/2017","AQS","190130009","1","11","ug/m3 SC","10","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"05/25/2017","AQS","190130009","1","14","ug/m3 SC","13","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"05/28/2017","AQS","190130009","1","16","ug/m3 SC","15","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"05/31/2017","AQS","190130009","1","22","ug/m3 SC","20","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"06/03/2017","AQS","190130009","1","28","ug/m3 SC","26","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"06/06/2017","AQS","190130009","1","25","ug/m3 SC","23","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"06/09/2017","AQS","190130009","1","37","ug/m3 SC","34","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"06/12/2017","AQS","190130009","1","26","ug/m3 SC","24","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"06/15/2017","AQS","190130009","1","16","ug/m3 SC","15","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"06/18/2017","AQS","190130009","1","7","ug/m3 SC","6","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"06/21/2017","AQS","190130009","1","16","ug/m3 SC","15","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"06/24/2017","AQS","190130009","1","12","ug/m3 SC","11","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"06/27/2017","AQS","190130009","1","23","ug/m3 SC","21","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"06/30/2017","AQS","190130009","1","10","ug/m3 SC","9","Water Tower","1","100.0000","81102","PM10 Total 0-10um STP","47940","Waterloo-Cedar Falls, IA","19","Iowa","013","Black Hawk","42.5015430009398","-92.316017"
"01/01/2017","AQS","190330018","1","16","ug/m3 SC","15","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/02/2017","AQS","190330018","1","17","ug/m3 SC","16","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/03/2017","AQS","190330018","1","10","ug/m3 SC","9","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/07/2017","AQS","190330018","1","10","ug/m3 SC","9","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/08/2017","AQS","190330018","1","14","ug/m3 SC","13","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/09/2017","AQS","190330018","1","19","ug/m3 SC","18","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/10/2017","AQS","190330018","1","20","ug/m3 SC","19","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/11/2017","AQS","190330018","1","12","ug/m3 SC","11","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/12/2017","AQS","190330018","1","19","ug/m3 SC","18","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/13/2017","AQS","190330018","1","12","ug/m3 SC","11","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/14/2017","AQS","190330018","1","20","ug/m3 SC","19","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/15/2017","AQS","190330018","1","30","ug/m3 SC","28","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/16/2017","AQS","190330018","1","14","ug/m3 SC","13","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/17/2017","AQS","190330018","1","17","ug/m3 SC","16","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/18/2017","AQS","190330018","1","14","ug/m3 SC","13","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/19/2017","AQS","190330018","1","9","ug/m3 SC","8","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/20/2017","AQS","190330018","1","6","ug/m3 SC","6","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/21/2017","AQS","190330018","1","6","ug/m3 SC","6","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/22/2017","AQS","190330018","1","14","ug/m3 SC","13","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/23/2017","AQS","190330018","1","13","ug/m3 SC","12","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/24/2017","AQS","190330018","1","8","ug/m3 SC","7","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/25/2017","AQS","190330018","1","5","ug/m3 SC","5","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/26/2017","AQS","190330018","1","8","ug/m3 SC","7","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/27/2017","AQS","190330018","1","10","ug/m3 SC","9","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/28/2017","AQS","190330018","1","11","ug/m3 SC","10","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/29/2017","AQS","190330018","1","11","ug/m3 SC","10","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/30/2017","AQS","190330018","1","26","ug/m3 SC","24","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"01/31/2017","AQS","190330018","1","5","ug/m3 SC","5","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/01/2017","AQS","190330018","1","11","ug/m3 SC","10","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/02/2017","AQS","190330018","1","12","ug/m3 SC","11","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/03/2017","AQS","190330018","1","19","ug/m3 SC","18","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/04/2017","AQS","190330018","1","26","ug/m3 SC","24","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/05/2017","AQS","190330018","1","23","ug/m3 SC","21","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/06/2017","AQS","190330018","1","27","ug/m3 SC","25","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/07/2017","AQS","190330018","1","29","ug/m3 SC","27","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/08/2017","AQS","190330018","1","13","ug/m3 SC","12","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/09/2017","AQS","190330018","1","15","ug/m3 SC","14","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/10/2017","AQS","190330018","1","23","ug/m3 SC","21","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/11/2017","AQS","190330018","1","14","ug/m3 SC","13","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/12/2017","AQS","190330018","1","5","ug/m3 SC","5","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/13/2017","AQS","190330018","1","10","ug/m3 SC","9","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/14/2017","AQS","190330018","1","7","ug/m3 SC","6","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/15/2017","AQS","190330018","1","16","ug/m3 SC","15","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/16/2017","AQS","190330018","1","21","ug/m3 SC","19","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/17/2017","AQS","190330018","1","21","ug/m3 SC","19","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/18/2017","AQS","190330018","1","12","ug/m3 SC","11","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/19/2017","AQS","190330018","1","21","ug/m3 SC","19","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/20/2017","AQS","190330018","1","17","ug/m3 SC","16","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/21/2017","AQS","190330018","1","9","ug/m3 SC","8","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/22/2017","AQS","190330018","1","12","ug/m3 SC","11","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/23/2017","AQS","190330018","1","5","ug/m3 SC","5","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/24/2017","AQS","190330018","1","5","ug/m3 SC","5","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/25/2017","AQS","190330018","1","5","ug/m3 SC","5","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/26/2017","AQS","190330018","1","10","ug/m3 SC","9","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/27/2017","AQS","190330018","1","19","ug/m3 SC","18","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"02/28/2017","AQS","190330018","1","18","ug/m3 SC","17","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"03/01/2017","AQS","190330018","1","9","ug/m3 SC","8","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
"03/02/2017","AQS","190330018","1","20","ug/m3 SC","19","MASON CITY, HOLCIM","1","100.0000","81102","PM10 Total 0-10um STP","32380","Mason City, IA","19","Iowa","033","Cerro Gordo","43.1694401325984","-93.2024259749473"
